Initial_Price,Final_Price,Win_Flag,Mac_Flag,Linux_Flag,Positive_Reviews,Negative_Reviews,Memory_MB,Storage_MB,target
52.0,52.0,True,True,False,169.0,24.0,4096,400,1
480.0,480.0,True,True,True,38.0,5.0,2048,750,1
199.0,121.0,True,False,False,146.0,129.0,4096,2048,0
810.0,810.0,True,True,True,540.0,46.0,1024,400,1
299.0,299.0,True,False,False,462.0,42.0,2048,2048,1
480.0,48.0,True,False,False,117.0,57.0,4096,4096,0
259.0,259.0,True,False,False,395.0,14.0,512,50,1
0.0,0.0,True,False,False,424.0,25.0,4096,300,1
990.0,990.0,True,False,False,48.0,22.0,8192,10240,0
219.0,219.0,True,False,False,147.0,60.0,500,500,1
299.0,299.0,True,False,False,22.0,5.0,512,300,1
0.0,0.0,True,False,False,11.0,16.0,4096,150,0
199.0,121.0,True,False,False,58.0,23.0,4096,500,0
480.0,480.0,True,False,True,54.0,9.0,4096,1024,1
105.0,105.0,True,False,False,7.0,9.0,512,500,-1
565.0,565.0,True,False,False,3522.0,302.0,4096,1400,1
690.0,690.0,True,False,False,2771.0,607.0,3072,1900,1
0.0,0.0,True,False,False,258.0,23.0,8192,6144,1
52.0,52.0,True,False,False,159.0,85.0,4096,30,0
168.0,168.0,True,False,False,17.0,18.0,512,200,1
199.0,49.0,True,False,False,80.0,43.0,4096,250,0
369.0,369.0,True,False,False,58.0,4.0,1024,500,1
199.0,159.0,True,False,False,9707.0,1558.0,4096,5120,1
199.0,199.0,True,False,False,45.0,27.0,3072,2048,1
419.0,419.0,True,False,False,153.0,36.0,512,150,1
0.0,0.0,True,False,False,15326.0,10920.0,2048,700,0
529.0,529.0,True,False,False,228.0,49.0,2048,3072,1
0.0,0.0,True,False,False,3434.0,1612.0,2048,1024,0
0.0,0.0,True,False,False,175.0,32.0,4,2048,1
199.0,199.0,True,False,False,19.0,1.0,2048,2048,1
489.0,489.0,True,False,False,199.0,33.0,8192,10240,1
999.0,999.0,True,False,False,1013124.0,164367.0,6144,62464,1
690.0,690.0,True,False,False,29.0,16.0,8192,10240,0
58.0,58.0,True,False,False,446.0,406.0,512,700,0
480.0,480.0,True,False,False,17.0,9.0,4096,256,1
125.0,125.0,True,False,False,22.0,10.0,4096,2048,0
529.0,529.0,True,False,True,22.0,6.0,6144,3072,1
1100.0,1100.0,True,False,False,5116.0,2188.0,6144,2048,1
0.0,0.0,True,False,True,250.0,233.0,2048,1024,0
880.0,616.0,True,False,False,272.0,84.0,4096,2048,1
52.0,52.0,True,False,False,37.0,2.0,2,350,1
349.0,349.0,True,False,False,259.0,111.0,2048,6144,0
200.0,200.0,True,True,True,18.0,14.0,2048,250,1
400.0,400.0,True,False,False,157.0,37.0,512,2048,1
259.0,259.0,True,False,False,73.0,3.0,500,2048,1
0.0,0.0,True,False,False,4257.0,675.0,2048,100,1
259.0,259.0,True,False,False,6.0,5.0,1024,100,0
459.0,459.0,True,True,True,303.0,59.0,2048,200,1
52.0,52.0,True,False,False,79.0,32.0,2048,4096,1
349.0,349.0,True,True,True,37.0,46.0,1024,100,0
1100.0,1100.0,True,False,False,375.0,223.0,6144,5120,0
52.0,52.0,True,False,False,3239.0,930.0,512,510,1
155.0,155.0,True,True,True,123.0,46.0,256,35,0
199.0,199.0,True,False,False,59.0,16.0,1024,400,1
0.0,0.0,True,False,False,163.0,31.0,2048,1024,1
259.0,259.0,True,False,False,843.0,700.0,2048,1024,0
0.0,0.0,True,False,False,29.0,7.0,4096,2048,1
480.0,480.0,True,False,False,98.0,5.0,4096,2048,1
85.0,85.0,True,False,False,153.0,12.0,4096,515,1
199.0,199.0,True,False,False,18.0,2.0,1024,200,1
529.0,529.0,True,True,True,252.0,108.0,2048,1400,0
250.0,250.0,True,False,True,13.0,6.0,4096,3072,1
0.0,0.0,True,False,False,6.0,5.0,8192,4096,0
880.0,880.0,True,False,False,1027.0,152.0,4096,1024,1
880.0,880.0,True,True,True,2390.0,234.0,2048,900,1
650.0,650.0,True,False,False,26.0,16.0,2048,250,0
419.0,419.0,True,True,True,6.0,11.0,512,200,-1
250.0,250.0,True,True,True,104.0,24.0,1024,200,1
105.0,105.0,True,False,False,79.0,23.0,2048,150,1
0.0,0.0,True,False,False,7.0,3.0,4,30,1
199.0,199.0,True,False,False,42.0,10.0,8192,2048,1
700.0,700.0,True,False,False,50.0,59.0,500,500,0
749.0,187.0,True,False,False,22433.0,1019.0,2048,2048,1
0.0,0.0,True,False,False,81.0,8.0,4096,600,1
58.0,58.0,True,False,False,39.0,22.0,2048,50,0
459.0,459.0,True,False,False,146.0,25.0,4096,3072,1
480.0,480.0,True,True,True,1195.0,264.0,2048,300,1
0.0,0.0,True,False,False,22.0,10.0,4096,800,0
299.0,299.0,True,False,False,53.0,5.0,2048,400,1
480.0,480.0,True,False,False,25.0,15.0,4096,2048,0
349.0,349.0,True,False,False,65.0,1.0,1024,420,1
105.0,105.0,True,False,False,37.0,0.0,2048,300,1
369.0,369.0,True,False,False,8.0,4.0,4096,4096,0
0.0,0.0,True,False,False,19.0,4.0,4096,650,1
880.0,880.0,True,False,False,29.0,20.0,4096,350,0
259.0,259.0,True,True,True,306.0,97.0,2048,400,1
52.0,52.0,True,False,False,12.0,3.0,8192,3072,1
300.0,300.0,True,False,False,16.0,2.0,1024,635,1
165.0,165.0,True,False,False,99.0,35.0,512,115,1
349.0,349.0,True,False,True,254.0,94.0,2048,300,1
125.0,125.0,True,False,True,131.0,27.0,1024,200,1
105.0,105.0,True,False,False,139.0,55.0,2048,500,1
250.0,250.0,True,True,False,54.0,4.0,2048,350,1
524.0,524.0,True,False,False,213.0,89.0,512,350,1
200.0,200.0,True,False,False,15.0,5.0,512,512,0
0.0,0.0,True,False,False,16.0,9.0,2048,756,0
349.0,349.0,True,False,False,172.0,33.0,2048,500,1
105.0,105.0,True,False,False,556.0,540.0,512,250,0
0.0,0.0,True,False,False,16.0,5.0,1024,75,1
105.0,29.0,True,True,True,57.0,33.0,512,200,0
250.0,250.0,True,False,False,7.0,49.0,2048,400,-1
759.0,759.0,True,False,False,12596.0,1205.0,8192,5120,1
349.0,69.0,True,False,False,41.0,7.0,2048,150,1
349.0,349.0,True,True,True,48.0,28.0,2048,2048,0
565.0,565.0,True,False,False,257.0,49.0,8192,1024,1
42.0,42.0,True,True,True,23.0,0.0,1024,160,1
459.0,459.0,True,True,False,29.0,1.0,2048,300,1
105.0,105.0,True,False,False,84.0,20.0,256,100,1
369.0,369.0,True,False,False,164.0,77.0,1024,50,1
0.0,0.0,True,True,True,2167.0,579.0,2048,250,1
559.0,559.0,True,True,True,14131.0,1529.0,2048,2048,1
125.0,125.0,True,False,False,376.0,31.0,2048,1024,1
349.0,349.0,True,False,False,27.0,2.0,4096,3000,1
0.0,0.0,True,True,True,15.0,14.0,500,100,0
480.0,480.0,True,False,True,1403.0,50.0,4096,500,1
880.0,880.0,True,True,True,478.0,249.0,2048,1024,0
250.0,250.0,True,False,False,333.0,440.0,256,500,0
349.0,349.0,True,True,False,30.0,20.0,4096,200,0
199.0,199.0,True,True,True,29.0,4.0,1024,512,1
42.0,42.0,True,True,False,11.0,13.0,4096,2048,0
399.0,399.0,True,False,False,60.0,2.0,2048,500,1
0.0,0.0,True,True,False,24.0,19.0,4096,1024,0
880.0,880.0,True,True,True,777.0,42.0,2048,6144,1
52.0,52.0,True,False,False,73.0,16.0,2048,20,1
300.0,300.0,True,False,False,93.0,25.0,8192,25600,1
85.0,85.0,True,False,False,9.0,2.0,2048,300,1
0.0,0.0,True,True,True,167.0,5.0,4096,200,1
529.0,529.0,True,False,False,56.0,11.0,4096,2048,1
299.0,299.0,True,False,False,16.0,2.0,2048,200,1
259.0,259.0,True,False,False,17.0,0.0,2048,550,1
399.0,399.0,True,True,True,47.0,38.0,1024,150,-1
1300.0,1300.0,True,False,False,850.0,125.0,2048,15360,1
300.0,300.0,True,False,False,571.0,18.0,256,220,1
299.0,299.0,True,True,True,44.0,22.0,512,1024,1
459.0,459.0,True,False,False,44.0,17.0,4096,2500,1
529.0,529.0,True,True,False,6364.0,192.0,4096,2048,1
349.0,349.0,True,True,True,58.0,11.0,2048,1024,1
479.0,119.0,True,True,False,556.0,184.0,2048,3072,1
349.0,349.0,True,True,False,95.0,29.0,4096,8192,1
165.0,165.0,True,False,False,28.0,0.0,128,240,1
0.0,0.0,True,False,False,6.0,9.0,2048,500,0
569.0,569.0,True,True,False,1080.0,91.0,8192,9216,1
379.0,379.0,True,False,False,62.0,6.0,4096,400,1
349.0,349.0,True,True,False,111.0,27.0,4096,2048,1
0.0,0.0,True,False,False,84.0,16.0,2048,12,1
125.0,125.0,True,True,True,12.0,11.0,1024,210,0
125.0,125.0,True,False,False,34.0,10.0,2048,200,1
349.0,349.0,True,False,False,17.0,5.0,8192,2048,1
199.0,199.0,True,True,True,141.0,13.0,512,500,1
0.0,0.0,True,False,False,24.0,2.0,8192,2500,1
699.0,699.0,True,False,False,1555.0,230.0,8192,16384,1
0.0,0.0,True,False,False,21.0,2.0,1024,120,1
369.0,369.0,True,True,False,378.0,50.0,2048,750,1
459.0,459.0,True,True,True,403.0,31.0,2048,2048,1
199.0,199.0,True,True,True,15.0,4.0,1024,200,1
369.0,369.0,True,False,False,1131.0,244.0,2048,100,1
529.0,529.0,True,False,False,70.0,5.0,4096,4096,1
125.0,125.0,True,False,False,8.0,6.0,2048,500,0
125.0,125.0,True,False,False,14.0,2.0,2,120,1
0.0,0.0,True,False,False,35.0,10.0,8192,550,1
369.0,369.0,True,False,False,28.0,5.0,512,1085,1
529.0,529.0,True,False,False,207.0,157.0,4096,15360,0
259.0,259.0,True,False,False,18.0,2.0,512,227,1
349.0,349.0,True,False,False,7.0,9.0,4096,1000,0
42.0,42.0,True,False,False,54.0,19.0,4,3072,1
42.0,42.0,True,False,False,23.0,3.0,2048,100,1
199.0,199.0,True,False,False,71.0,6.0,4096,100,1
599.0,599.0,True,True,True,188.0,77.0,4096,6144,1
0.0,0.0,True,False,False,225.0,69.0,2048,1024,1
199.0,199.0,True,True,False,309.0,22.0,2048,700,1
199.0,199.0,True,False,False,17.0,0.0,8192,181,1
480.0,480.0,True,True,True,27.0,21.0,512,40,0
0.0,0.0,True,False,False,880.0,107.0,512,750,1
826.0,82.0,True,True,False,910.0,157.0,1024,430,1
0.0,0.0,True,False,False,1365.0,561.0,2048,3072,1
1300.0,1300.0,True,False,False,58.0,5.0,512,3072,1
400.0,200.0,True,False,False,27.0,19.0,16384,10240,0
900.0,900.0,True,False,False,16083.0,4688.0,4096,14336,1
0.0,0.0,True,False,False,27.0,4.0,4096,9216,1
0.0,0.0,True,False,False,7.0,8.0,1024,120,0
85.0,85.0,True,True,True,31.0,7.0,2048,1024,1
4000.0,4000.0,True,True,True,14.0,25.0,4096,4096,0
199.0,199.0,True,True,False,6.0,8.0,8192,800,-1
529.0,529.0,True,False,False,4727.0,512.0,2048,1024,1
0.0,0.0,True,False,False,18.0,23.0,8192,1024,0
250.0,250.0,True,False,True,11.0,1.0,4096,3072,1
52.0,52.0,True,True,True,52.0,84.0,2048,5120,-1
569.0,569.0,True,True,False,586.0,22.0,4096,2048,1
119.0,119.0,True,False,False,15.0,10.0,4096,185,1
529.0,264.0,True,True,True,1561.0,388.0,4096,2048,1
0.0,0.0,True,True,False,175.0,148.0,1024,150,0
479.0,479.0,True,True,True,91.0,39.0,1024,2048,0
329.0,329.0,True,False,False,21.0,22.0,8192,8192,0
829.0,829.0,True,False,False,113043.0,106096.0,4096,25600,0
400.0,400.0,True,True,True,39.0,13.0,2048,500,0
565.0,565.0,True,False,False,220.0,94.0,2048,3072,1
300.0,300.0,True,False,False,83.0,7.0,256,90,1
0.0,0.0,True,True,False,134.0,17.0,512,2048,1
459.0,459.0,True,False,False,160.0,26.0,512,400,1
479.0,479.0,True,False,False,70.0,27.0,8192,17408,1
85.0,85.0,True,False,False,29.0,16.0,4096,500,1
105.0,105.0,True,True,True,46.0,19.0,512,200,0
800.0,520.0,True,False,False,202.0,103.0,4096,2048,0
199.0,199.0,True,False,False,47.0,33.0,8192,11264,0
529.0,529.0,True,False,False,165.0,30.0,4096,5120,1
299.0,104.0,True,False,False,29.0,22.0,256,250,0
399.0,399.0,True,False,False,31.0,12.0,8192,12288,1
79.0,79.0,True,False,False,33.0,0.0,1024,330,1
250.0,250.0,True,True,False,15.0,2.0,512,220,1
199.0,199.0,True,True,False,25.0,3.0,4096,999,1
52.0,52.0,True,False,False,119.0,89.0,2048,2048,1
119.0,119.0,True,True,False,51.0,28.0,512,300,0
459.0,459.0,True,True,True,82.0,38.0,2048,1024,0
479.0,479.0,True,True,False,127.0,57.0,2048,200,0
299.0,299.0,True,False,True,252.0,4.0,512,200,1
0.0,0.0,True,False,False,36.0,5.0,1024,300,1
349.0,349.0,True,False,False,13.0,3.0,4096,1024,1
0.0,0.0,True,False,False,23.0,6.0,512,100,1
125.0,125.0,True,False,False,59.0,5.0,512,70,1
52.0,52.0,True,False,False,12.0,11.0,1024,50,0
199.0,199.0,True,True,False,40.0,8.0,2048,350,1
439.0,439.0,True,True,True,82.0,42.0,4096,10240,0
969.0,969.0,True,False,False,12165.0,200.0,6144,6144,1
0.0,0.0,True,False,False,131.0,41.0,4096,8192,1
480.0,480.0,True,True,False,237.0,23.0,512,900,1
450.0,450.0,True,False,False,29.0,2.0,512,100,1
349.0,349.0,True,False,False,856.0,77.0,1024,2048,1
42.0,0.0,True,False,False,22.0,7.0,4096,1024,1
219.0,219.0,True,True,True,34.0,0.0,512,600,1
85.0,85.0,True,False,False,26.0,4.0,500,300,1
450.0,450.0,True,False,False,12.0,0.0,4096,1024,1
349.0,349.0,True,False,False,25.0,9.0,8192,1024,1
169.0,42.0,True,False,False,269.0,281.0,512,80,0
499.0,499.0,True,False,False,280.0,205.0,1024,3072,0
199.0,199.0,True,False,False,52.0,4.0,8192,3072,1
690.0,690.0,True,True,True,140.0,79.0,512,1024,0
155.0,155.0,True,True,True,9.0,1.0,1024,300,1
42.0,42.0,True,False,False,24.0,2.0,400,700,1
165.0,165.0,True,True,False,243862.0,17456.0,512,100,1
699.0,167.0,True,False,False,5.0,12.0,1024,1500,-1
1600.0,1600.0,True,False,False,7295.0,2704.0,8192,25600,1
199.0,199.0,True,False,False,9.0,14.0,4096,10240,0
259.0,259.0,True,False,False,71.0,5.0,4096,500,1
479.0,479.0,True,True,True,2023.0,653.0,1024,500,1
259.0,157.0,True,False,False,16614.0,379.0,2048,2048,1
0.0,0.0,True,False,False,22.0,34.0,8192,200,-1
479.0,479.0,True,True,False,215.0,108.0,2048,2048,0
42.0,42.0,True,True,False,571.0,162.0,2048,300,1
105.0,105.0,True,True,False,33.0,38.0,1024,200,0
58.0,58.0,True,True,True,675.0,40.0,2048,70,1
219.0,219.0,True,False,False,14.0,2.0,2048,1000,1
880.0,880.0,True,True,True,273.0,21.0,4096,8192,1
349.0,261.0,True,True,False,14.0,3.0,2048,1024,1
259.0,259.0,True,False,False,45.0,15.0,8192,3072,0
199.0,199.0,True,False,False,21.0,1.0,1024,250,1
0.0,0.0,True,True,True,18.0,0.0,2048,1024,1
1300.0,1300.0,True,False,False,136.0,78.0,8192,12288,0
565.0,565.0,True,False,False,508.0,163.0,4096,10240,1
519.0,519.0,True,False,False,110.0,13.0,8192,2048,1
569.0,569.0,True,False,False,5916.0,740.0,4096,10240,1
480.0,480.0,True,False,False,46.0,6.0,1024,100,1
165.0,165.0,True,False,False,218.0,23.0,2048,200,1
0.0,0.0,True,False,False,21.0,27.0,8192,20480,0
349.0,349.0,True,True,True,38.0,15.0,512,400,1
259.0,259.0,True,False,False,321.0,60.0,8192,1024,1
259.0,259.0,True,False,False,45.0,11.0,8192,8192,0
85.0,85.0,True,False,False,20.0,1.0,1024,60,1
105.0,105.0,True,False,False,15.0,2.0,1024,550,1
165.0,165.0,True,False,False,33.0,2.0,30,30,1
85.0,85.0,True,True,True,46.0,17.0,4096,1024,1
52.0,52.0,True,False,False,51.0,16.0,512,250,1
0.0,0.0,True,False,False,28.0,14.0,8192,4096,0
349.0,349.0,True,False,False,42.0,14.0,4096,70,1
359.0,359.0,True,True,False,1765.0,154.0,1024,500,1
299.0,299.0,True,False,False,82.0,42.0,4096,3072,0
0.0,0.0,True,True,False,22.0,5.0,2048,500,1
0.0,0.0,True,False,False,29.0,3.0,2048,300,1
349.0,349.0,True,False,False,348.0,20.0,1024,2048,1
0.0,0.0,True,False,False,121.0,20.0,4096,3072,1
480.0,480.0,True,False,True,10.0,0.0,3072,750,1
369.0,369.0,True,False,False,235.0,21.0,128,800,1
400.0,400.0,True,False,False,197.0,40.0,1024,500,1
1600.0,1600.0,True,False,False,1332.0,119.0,8192,3072,1
0.0,0.0,True,False,False,1004.0,344.0,1024,500,1
0.0,0.0,True,False,False,110.0,82.0,2048,2048,0
1100.0,275.0,True,True,True,1397.0,417.0,4096,2048,1
85.0,85.0,True,False,False,19.0,9.0,4096,2048,0
250.0,250.0,True,False,False,174.0,51.0,2048,200,1
699.0,699.0,True,False,False,25954.0,5611.0,4096,15360,1
105.0,105.0,True,False,False,9.0,1.0,2048,200,1
1300.0,1300.0,True,False,False,7248.0,954.0,8192,10240,1
610.0,610.0,True,True,True,208.0,13.0,256,2048,1
199.0,199.0,True,False,False,55.0,6.0,4096,2000,1
349.0,349.0,True,False,False,78.0,4.0,2048,400,1
0.0,0.0,True,True,False,73.0,8.0,100,50,1
480.0,480.0,True,True,False,1174.0,180.0,2048,1024,1
165.0,165.0,True,False,False,15.0,0.0,4096,6144,1
0.0,0.0,True,False,False,19.0,16.0,8192,1024,0
349.0,349.0,True,False,False,88.0,1.0,2048,1024,1
0.0,0.0,True,False,False,102.0,8.0,4096,1024,1
349.0,349.0,True,False,False,18.0,3.0,3072,900,1
250.0,250.0,True,False,False,8769.0,9477.0,1024,200,0
250.0,250.0,True,False,False,18.0,0.0,2048,50,1
199.0,55.0,True,True,True,306.0,71.0,2048,1024,1
259.0,259.0,True,False,False,54.0,0.0,2048,150,1
369.0,369.0,True,True,False,873.0,96.0,64,2048,1
0.0,0.0,True,False,False,2244.0,489.0,1024,2048,1
42.0,42.0,True,False,False,56.0,44.0,512,150,0
199.0,199.0,True,False,False,21.0,0.0,1024,100,1
0.0,0.0,True,False,False,14.0,1.0,2048,150,1
0.0,0.0,True,False,False,7.0,5.0,4096,6144,0
125.0,125.0,True,False,False,31.0,25.0,512,28,0
199.0,199.0,True,False,False,221.0,29.0,4096,200,1
880.0,880.0,True,True,True,863.0,41.0,4096,250,1
500.0,500.0,True,False,False,500.0,75.0,4096,1024,1
379.0,379.0,True,False,False,19.0,4.0,1024,50,1
349.0,349.0,True,False,False,24.0,6.0,4096,1024,1
52.0,52.0,True,False,False,589.0,46.0,1024,200,1
459.0,459.0,True,False,False,545.0,24.0,2048,5120,1
2076.0,2076.0,True,False,False,535.0,121.0,4096,8192,1
419.0,419.0,True,True,False,1390.0,274.0,4096,12288,1
379.0,379.0,True,False,False,74.0,25.0,1024,100,1
319.0,140.0,True,True,False,36.0,14.0,2048,2048,1
0.0,0.0,True,False,False,4.0,8.0,512,1024,-1
1100.0,1100.0,True,False,False,18114.0,7679.0,4096,40960,1
155.0,155.0,True,False,False,51.0,4.0,2048,200,1
199.0,199.0,True,True,True,27.0,16.0,1024,50,0
165.0,165.0,True,False,False,34.0,13.0,4096,4096,0
699.0,699.0,True,False,False,129.0,97.0,8192,14336,1
1600.0,1600.0,True,False,False,3113.0,1055.0,6144,35840,1
125.0,125.0,True,False,False,20.0,0.0,1024,2048,1
480.0,480.0,True,False,False,2000.0,418.0,8192,5120,1
349.0,349.0,True,False,False,7.0,4.0,64,400,0
259.0,259.0,True,False,False,49.0,6.0,8192,250,1
105.0,105.0,True,False,False,7.0,3.0,1024,50,1
319.0,319.0,True,False,False,37.0,23.0,4096,600,0
85.0,85.0,True,True,True,11.0,3.0,2048,250,1
199.0,199.0,True,True,True,16.0,0.0,512,512,1
499.0,499.0,True,False,False,25.0,2.0,8192,9216,1
529.0,529.0,True,False,False,35.0,43.0,256,400,0
459.0,459.0,True,True,True,37.0,7.0,2048,1024,1
349.0,349.0,True,True,False,82.0,154.0,1024,1024,-1
299.0,299.0,True,False,False,5.0,8.0,4096,1024,-1
780.0,780.0,True,True,False,13203.0,1633.0,2048,4096,1
165.0,41.0,True,False,False,46.0,8.0,256,500,1
200.0,200.0,True,False,False,15.0,11.0,1024,30,1
199.0,121.0,True,False,False,20.0,7.0,4096,400,1
529.0,529.0,True,False,False,1356.0,452.0,6144,10240,1
419.0,108.0,True,False,False,133.0,17.0,4096,500,1
519.0,129.0,True,False,False,54.0,5.0,2048,8000,1
199.0,79.0,True,False,False,62.0,13.0,1024,800,1
699.0,699.0,True,False,False,199.0,54.0,8192,5120,1
699.0,699.0,True,False,False,101.0,22.0,8192,15360,0
369.0,369.0,True,False,False,84.0,8.0,8192,4900,1
2199.0,2199.0,True,False,False,1378.0,846.0,16384,184320,0
349.0,349.0,True,False,False,11.0,3.0,4096,4096,1
610.0,610.0,True,False,False,199.0,90.0,4,2048,0
349.0,349.0,True,True,True,638.0,162.0,2048,150,1
345.0,345.0,True,False,False,20.0,7.0,2048,170,1
105.0,105.0,True,False,False,110.0,39.0,2048,200,0
299.0,299.0,True,False,False,168.0,139.0,2048,1024,0
52.0,52.0,True,False,False,24.0,22.0,512,10,0
0.0,0.0,True,False,False,16.0,5.0,8192,500,1
199.0,199.0,True,True,True,118.0,60.0,1024,200,0
610.0,610.0,True,False,False,69.0,38.0,500,1024,0
399.0,399.0,True,False,False,10.0,21.0,4096,3072,-1
58.0,58.0,True,False,False,419.0,258.0,300,600,0
489.0,489.0,True,False,False,69.0,28.0,8192,5120,0
119.0,119.0,True,False,False,57.0,34.0,2048,200,0
480.0,480.0,True,True,True,148.0,17.0,256,150,1
165.0,165.0,True,False,False,13.0,18.0,2048,142,0
200.0,200.0,True,False,False,18.0,10.0,2048,1024,0
155.0,155.0,True,True,True,14.0,0.0,1024,200,1
349.0,349.0,True,False,False,38.0,3.0,8192,3072,1
619.0,619.0,True,False,False,3706.0,1904.0,2048,400,0
199.0,199.0,True,False,False,276.0,64.0,4096,1024,1
260.0,260.0,True,False,False,20.0,27.0,2048,1024,0
0.0,0.0,True,False,False,13.0,11.0,100,100,0
480.0,480.0,True,True,True,10319.0,2476.0,1024,1024,1
880.0,880.0,True,False,False,14.0,11.0,1024,1024,1
52.0,52.0,True,False,False,24.0,6.0,1024,15,1
459.0,114.0,True,False,False,1417.0,95.0,2048,954,1
85.0,85.0,True,False,False,299.0,126.0,4096,650,1
105.0,105.0,True,False,False,23.0,6.0,4096,2048,1
0.0,0.0,True,False,False,1584.0,408.0,2048,1024,1
0.0,0.0,True,False,False,134.0,23.0,1024,200,1
349.0,349.0,True,False,False,5.0,6.0,2048,100,0
220.0,220.0,True,False,False,20.0,10.0,4096,4096,0
259.0,259.0,True,True,False,116.0,31.0,512,800,1
690.0,690.0,True,True,False,109.0,46.0,1024,480,1
0.0,0.0,True,False,False,9.0,14.0,512,128,-1
800.0,480.0,True,False,False,76.0,40.0,4096,1024,0
85.0,85.0,True,False,False,41.0,7.0,4096,50,1
0.0,0.0,True,False,False,207.0,17.0,4096,4096,1
0.0,0.0,True,True,True,181.0,36.0,2048,60,1
0.0,0.0,True,False,False,227.0,14.0,700,700,1
125.0,125.0,True,True,False,9.0,9.0,4096,200,0
2130.0,1065.0,True,False,False,2175.0,98.0,2048,4096,1
349.0,349.0,True,False,False,58.0,29.0,1024,125,1
85.0,85.0,True,False,False,124.0,3.0,1024,70,1
0.0,0.0,True,False,False,6039.0,118.0,4096,8192,1
259.0,259.0,True,True,False,83.0,11.0,1024,100,1
0.0,0.0,True,False,False,26.0,18.0,128,100,0
0.0,0.0,True,False,False,1593.0,614.0,2048,500,1
1299.0,1299.0,True,False,False,945.0,62.0,8192,5120,1
419.0,419.0,True,True,False,37.0,14.0,1024,600,1
250.0,250.0,True,True,False,46.0,3.0,4096,900,1
299.0,299.0,True,False,False,30.0,7.0,2048,500,1
52.0,52.0,True,False,False,292.0,52.0,256,190,1
219.0,219.0,True,False,False,53.0,21.0,256,1024,1
42.0,42.0,True,False,False,18.0,2.0,4096,450,1
480.0,480.0,True,False,False,75.0,10.0,4096,2048,1
85.0,85.0,True,False,True,20.0,9.0,5000,4000,0
0.0,0.0,True,False,False,31.0,28.0,2048,300,0
165.0,165.0,True,False,False,56.0,22.0,2048,100,1
42.0,42.0,True,True,True,237.0,75.0,2048,1500,1
349.0,349.0,True,False,False,16.0,8.0,8192,8192,1
529.0,529.0,True,False,False,60.0,8.0,16384,20480,1
52.0,52.0,True,False,False,17.0,4.0,1024,150,1
369.0,369.0,True,True,True,29.0,9.0,2048,200,1
0.0,0.0,True,False,False,22.0,41.0,512,100,-1
529.0,529.0,True,False,False,166.0,10.0,4096,1024,1
1559.0,467.0,True,False,False,494.0,53.0,1024,2048,1
690.0,690.0,True,False,False,93.0,8.0,8192,1600,1
0.0,0.0,True,False,False,686.0,23.0,8192,8192,1
42.0,42.0,True,False,False,18.0,6.0,1024,450,1
259.0,259.0,True,False,False,2878.0,111.0,16,400,1
169.0,169.0,True,False,False,11.0,6.0,4096,500,1
0.0,0.0,True,True,True,2059.0,473.0,512,256,1
439.0,439.0,True,True,True,34.0,6.0,32,450,1
0.0,0.0,True,False,False,39.0,13.0,1024,250,1
880.0,880.0,True,True,True,54646.0,6801.0,6144,4096,1
349.0,349.0,True,False,False,22.0,6.0,4096,3072,0
85.0,85.0,True,True,True,86.0,6.0,1024,200,1
459.0,459.0,True,False,True,163.0,9.0,4096,1024,1
0.0,0.0,True,False,False,71.0,181.0,2048,200,-1
329.0,329.0,True,False,False,136.0,39.0,800,1024,1
0.0,0.0,True,False,False,16.0,0.0,2048,50,1
329.0,329.0,True,True,False,272.0,35.0,2048,2048,1
0.0,0.0,True,False,False,21.0,14.0,2048,2048,0
250.0,250.0,True,True,False,311.0,52.0,2048,1500,1
0.0,0.0,True,False,False,12.0,16.0,8192,2048,0
259.0,259.0,True,True,True,239.0,23.0,2048,1024,1
299.0,299.0,True,True,False,27.0,12.0,8192,1024,0
0.0,0.0,True,False,False,23.0,2.0,950,950,1
52.0,52.0,True,False,False,711.0,97.0,256,15,1
0.0,0.0,True,False,False,304.0,42.0,8192,1024,1
0.0,0.0,True,False,False,8.0,14.0,8192,2048,-1
349.0,349.0,True,False,True,54.0,36.0,2048,2048,0
0.0,0.0,True,False,False,230.0,34.0,4096,1024,1
349.0,349.0,True,False,False,92.0,9.0,4096,2048,1
0.0,0.0,True,False,False,139.0,18.0,2048,100,1
259.0,259.0,True,True,False,204.0,32.0,2048,100,1
1100.0,1100.0,True,True,True,855.0,313.0,4096,10240,1
125.0,125.0,True,False,False,4.0,7.0,4096,100,0
349.0,349.0,True,False,False,21.0,7.0,1024,2500,1
85.0,85.0,True,False,False,13.0,2.0,4,500,1
0.0,0.0,True,False,False,7.0,3.0,1024,400,1
419.0,419.0,True,False,False,23.0,11.0,4096,15360,0
299.0,299.0,True,True,False,1757.0,176.0,1024,1100,1
0.0,0.0,True,False,False,23.0,3.0,512,250,1
565.0,565.0,True,False,False,22.0,2.0,1500,1500,1
0.0,0.0,True,False,True,100751.0,9356.0,6144,15360,1
85.0,85.0,True,False,False,10.0,0.0,2048,300,1
459.0,183.0,True,False,False,103.0,15.0,4096,5120,1
105.0,105.0,True,False,False,21.0,3.0,4096,350,1
259.0,259.0,True,True,False,339.0,223.0,512,150,0
479.0,479.0,True,True,True,9732.0,2088.0,2048,3072,1
479.0,119.0,True,True,False,363.0,81.0,2048,5120,1
52.0,52.0,True,False,False,205.0,25.0,4096,1000,1
