AppID
20200
655370
1732930
1355720
1139950
1469160
1659180
1968760
1178150
320150
1026420
485000
1620060
825930
1454010
22670
1330820
346560
1097880
1362670
290870
575760
434030
810740
2073470
589250
677880
1294780
1342850
1177420
793990
1727670
955490
552350
42500
1195610
1095380
1158910
1194940
262150
1192900
866150
231330
1056520
897820
658970
1777550
552520
718350
433450
1709450
1431470
1794920
1959480
763550
1445370
464230
1293830
1509640
1135380
1944730
1144900
306350
1684530
1557480
1128520
12140
1647430
1845050
1163340
1608620
541570
1119070
1292520
1467330
1624600
870000
1621490
768060
1746130
1281400
372890
1023420
1141880
1022840
652160
968580
1131550
1729790
368080
572510
1225870
1232510
1066890
817370
1662060
457140
1774810
1886290
1514360
1374280
863490
396640
726020
424060
1943590
1995240
514870
548290
695420
1241110
587490
546050
301700
2004200
1588070
730310
242530
1372570
1345820
420270
435790
926310
788020
467400
856730
1106950
1274570
1470790
1087620
1348430
1547580
1253680
1881210
497670
850040
7940
741770
110630
572330
1683240
567150
700880
1413090
1610860
1302840
1305570
1609730
717980
1417450
778900
1004200
1506230
638230
1839080
907460
1307070
1221640
703120
328710
926140
1700630
845290
739720
1776800
873970
1238130
1593100
1365900
962950
778120
1187910
763350
1537410
761910
975470
990900
372770
462580
926870
1966960
848720
1343040
519140
1987030
821260
1565720
748490
545000
1623720
544220
338190
1375270
551680
1874510
1693780
1466930
1748070
1755120
964920
1085570
1528020
1796350
1444320
906050
351910
513480
2010700
1089830
403070
811440
491010
681290
1233460
1688630
350530
2026860
1481840
1444890
1217340
1478660
872340
523680
439460
1308880
296650
1549420
418270
390220
549860
612380
1559340
1632640
350480
220900
1768260
539090
908500
1852760
809890
570770
448500
854160
1359170
897010
1607870
553260
453130
1508890
3010
1297480
1217830
628830
686440
521710
1986310
1259660
108200
614150
1570340
304970
1630940
878520
1927300
340630
704310
619150
1373890
1869200
392030
605850
441670
962150
50990
648510
1071070
2011540
1761740
538700
1564150
726870
1074390
1554780
1065750
714780
1321040
1204930
1588760
924740
416340
242610
1613340
1168980
1277340
1233610
302610
1638730
1484150
1850710
922520
1743770
1157200
1862100
2022020
1099400
1604610
503060
1275970
847490
1101580
201010
837610
1029870
205690
632240
1774150
898910
1042930
109500
539290
1603600
489100
1310620
740450
1646090
448670
1956110
542740
687980
612120
1259000
1380060
814560
701100
1407060
1495860
1126970
1639530
1995420
358000
1856080
239430
961490
363500
286750
388080
1565630
1751800
925360
482300
964910
16130
1716950
411530
237430
1843720
485120
1907570
528670
417540
1496530
465070
448010
782630
1162170
1941850
1467740
1212930
1580990
1975670
1808480
818070
1271190
944590
1299400
958090
607040
1301850
299380
1626950
342260
1684920
888010
538950
293520
502940
1395560
1038680
291690
1246200
1581010
1690250
653210
267360
1694430
1886850
1378490
499910
1863170
1644840
1422880
12460
410320
1345440
757600
952000
1735930
336670
1828410
733420
1528770
542260
369560
1494400
394850
953900
299480
1696230
1530670
1260220
1503530
750960
1898130
523210
1278170
950400
766570
1694450
1343220
1672700
1860120
1338020
1213420
1385820
848460
735650
1048100
345700
1873830
65600
674250
439250
1788650
1239710
1275060
940350
868060
1284550
924670
598590
620050
211208
454330
1723050
763230
959710
1140060
1644920
957070
1270780
1702210
1302270
974930
1017480
676030
1728410
1165280
1095120
818390
1245470
839770
1874660
562640
360840
1007890
1030840
1234450
890130
1908060
1093880
1896980
368730
1041300
572620
1581500
