Index,AppID
491,1713640
492,451600
493,1109350
494,781240
495,929570
496,841830
497,1165460
498,485980
499,679400
500,1514480
501,1368750
502,1121310
503,1453640
504,1389360
505,429480
506,1368400
507,1005050
508,529040
509,694070
510,1311210
511,1453660
512,587580
513,294440
514,1309290
515,364980
516,269250
517,1228870
518,633660
519,1274280
520,1791610
521,1127500
522,508650
523,358700
524,656740
525,1047950
526,1076100
527,648150
528,630900
529,883160
530,783840
531,1487140
532,1696810
533,1178000
534,1138580
535,416090
536,595360
537,1581240
538,1751990
539,1445500
540,1315240
541,404530
542,1137650
543,461550
544,1408380
545,1049690
546,612840
547,1463120
548,243890
549,428410
550,988110
551,1921760
552,791370
553,622460
554,883130
555,913570
556,1930230
557,351490
558,378360
559,1273450
560,1059660
561,820830
562,668290
563,646100
564,1382310
565,1944970
566,1534240
567,1339310
568,575800
569,1968280
570,634120
571,1843230
572,1434550
573,316260
574,604040
575,1050170
576,1546120
577,762850
578,1221560
579,1939600
580,1652800
581,437530
582,1583650
583,526130
584,1651880
585,311120
586,410670
587,1131410
588,1417890
589,2006770
590,1583840
591,516940
592,1304320
593,1471960
594,1350540
595,1512910
596,511110
597,1578750
598,1674300
599,465750
600,1053660
601,605490
602,1253320
603,448960
604,1457150
605,1129660
606,1550750
607,1787520
608,292180
609,1095140
610,973410
611,1564660
612,1563100
613,1853200
614,1953220
615,1094250
616,1979720
617,536660
618,362920
619,1113940
620,915760
621,1682030
622,416840
623,529130
624,1730670
625,1535270
626,1836310
627,1945980
628,836440
629,796580
630,1830050
631,691680
632,1798310
633,2058120
634,399670
635,1410110
636,1841060
637,584170
638,559210
639,227160
640,1331390
641,816490
642,1576880
643,1527910
644,1876060
645,336230
646,1029160
647,1315070
648,1353870
649,975710
650,980940
651,800510
652,1094010
653,1692900
654,1730160
655,34282
656,714820
657,1794300
658,1297010
659,40800
660,371450
661,2023330
662,1870170
663,627690
664,1348390
665,1436280
666,1312000
667,1815550
668,42920
669,959540
670,1167650
671,939250
672,1600180
673,1941400
674,305490
675,488360
676,682280
677,648070
678,1875470
679,810590
680,791320
681,1598810
682,1012390
683,1029650
684,738030
685,764630
686,992990
687,962070
688,1365620
689,690610
690,905510
691,1710810
692,1386980
693,539750
694,1601680
695,1753690
696,863230
697,1059370
698,1615560
699,1527140
700,661700
701,486940
702,778860
703,876850
704,482390
705,676320
706,1684220
707,946360
708,513330
709,1179010
710,1367380
711,1034120
712,1713530
713,736430
714,699510
715,1100180
716,959000
717,731180
718,1481960
719,376410
720,723110
721,226620
722,1108750
723,788040
724,1768790
725,1471220
726,699080
727,1068120
728,1153040
729,1658770
730,1061420
731,363180
732,843620
733,1384350
734,618570
735,110600
736,1172470
737,1471460
738,1284700
739,841600
740,1671180
741,2061060
742,1299120
743,1303170
744,773530
745,1430100
746,1514160
747,404730
748,945490
749,1674730
750,301260
751,1866870
752,510710
753,924310
754,1273430
755,556680
756,910850
757,1343450
758,1271620
759,1492290
760,1433770
761,1804390
762,1091350
763,1836500
764,813360
765,846220
766,223750
767,1845880
768,291170
769,1162730
770,236490
771,1418650
772,1011320
773,1895130
774,1002510
775,346940
776,1983410
777,40420
778,1526480
779,1914950
780,288790
781,434970
782,1073890
783,1811750
784,283620
785,1152410
786,350970
787,1582850
788,308560
789,1807610
790,1504570
791,418650
792,1064920
793,1088040
794,1418160
795,1128420
796,313740
797,960820
798,1515820
799,237760
800,1022480
801,532080
802,415780
803,1166990
804,407420
805,391280
806,1371730
807,471770
808,461830
809,1376590
810,990840
811,1788730
812,1412580
813,889280
814,1277310
815,1600600
816,1302460
817,869840
818,438490
819,1187250
820,1541450
821,656070
822,1495080
823,406930
824,855010
825,312540
826,1028340
827,368570
828,270880
829,1671200
830,959410
831,1273250
832,913440
833,959050
834,991230
835,1580640
836,1808860
837,1338130
838,589220
839,993750
840,903790
841,1508980
842,1208040
843,408920
844,1217510
845,1417190
846,1386330
847,1776860
848,1227000
849,1285820
850,394960
851,747110
852,733990
853,1998840
854,704760
855,528460
856,1457490
857,12670
858,765860
859,1514580
860,1431040
861,1579590
862,1553850
863,1875560
864,1143810
865,1321220
866,1500750
867,1845890
868,1819900
869,1433070
870,45750
871,850710
872,821860
873,1836970
874,577850
875,1715970
876,1008000
877,1006920
878,1011310
879,536950
880,1669350
881,1436810
882,2050890
883,1280780
884,994200
885,1148680
886,1347390
887,460630
888,562050
889,613880
890,2003160
891,371710
892,1959400
893,1420080
894,38160
895,1283430
896,703000
897,1071220
898,536430
899,742990
900,1000040
901,380990
902,565080
903,377010
904,1630760
905,612440
906,327980
907,1692190
908,266330
909,1436990
910,654710
911,873250
912,1863380
913,868570
914,1571600
915,1605190
916,635900
917,1789660
918,1236700
919,590600
920,870010
921,1192610
922,457690
923,371120
924,1018950
925,1786280
926,910460
927,760520
928,1251270
929,226780
930,251990
931,1137770
932,543240
933,1822490
934,764180
935,1534520
936,854190
937,1375850
938,984610
939,1342790
940,1950050
941,1285940
942,1732210
943,1778110
944,1123730
945,837780
946,11370
947,1524690
948,1271280
949,898260
950,426930
951,499540
952,598620
953,1102140
954,1143900
955,606230
956,1601260
957,894090
958,1207390
959,1797590
960,508790
961,1084920
962,1146350
963,654260
964,828740
965,454680
966,449040
967,219830
968,1913550
969,1192500
970,1554600
971,1155230
972,720030
973,1086140
974,1535420
975,415920
976,1507600
977,240340
978,1544810
979,793030
980,1514730
981,1487100
982,726000
983,2010540
984,1871390
985,651670
986,987710
987,951050
988,1550630
989,1711530
990,1011420
991,1411460
992,680250
993,1915740
994,1421410
995,1275660
996,781520
997,1559930
998,1479540
999,1854510
1000,1462560
1001,1314290
1002,1753100
1003,1554970
1004,211200
1005,612590
1006,700170
1007,798590
1008,718740
1009,481950
1010,113420
1011,714880
1012,328550
1013,429430
1014,1511130
1015,454540
1016,829260
1017,1384990
1018,1108020
1019,781760
1020,988070
1021,1222370
1022,533960
1023,1152200
1024,760640
1025,22380
1026,1678450
1027,1475940
1028,529780
1029,753090
1030,499230
1031,1136240
1032,450390
1033,1907420
1034,1268840
1035,1050910
1036,403100
1037,1245930
1038,1021260
1039,837720
1040,1548540
1041,1497800
1042,463150
1043,514700
1044,1769630
1045,1898570
1046,1821150
1047,1572220
1048,508710
1049,1347130
1050,1689930
1051,910540
1052,514920
1053,1286030
1054,574180
1055,1680530
1056,550600
1057,1492590
1058,1173870
1059,1806430
1060,826170
1061,643900
1062,1222610
1063,598030
1064,352950
1065,385800
1066,1305880
1067,978460
1068,1604460
1069,2012200
1070,1287450
1071,1125800
1072,700520
1073,1154210
1074,388010
1075,1409190
1076,681760
1077,1755240
1078,842770
1079,1409600
1080,1455650
1081,697930
1082,1271260
1083,859610
1084,644670
1085,710920
1086,1190000
1087,1131750
1088,1390340
1089,907190
1090,1362830
1091,860590
1092,1358430
1093,1617560
1094,1455840
1095,1228960
1096,1124810
1097,1253190
1098,1489600
1099,1331530
1100,1837980
1101,1241700
1102,566250
1103,1715840
1104,747230
1105,1571480
1106,951440
1107,1607570
1108,1577450
1109,1237870
1110,491060
1111,216210
1112,867540
1113,1245810
1114,1361020
1115,464340
1116,1635550
1117,1750740
1118,1147970
1119,912790
1120,17100
1121,554290
1122,485630
1123,302750
1124,708630
1125,948850
1126,1156200
1127,1569560
1128,1213230
1129,1627920
1130,581100
1131,789700
1132,1061090
1133,1171950
1134,1340860
1135,500940
1136,1579300
1137,1672460
1138,1444950
1139,1112340
1140,1418320
1141,1021770
1142,391210
1143,420070
1144,1620920
1145,1570330
1146,922820
1147,1241500
1148,1624200
1149,484390
1150,494720
1151,1201770
1152,503620
1153,550200
1154,1805040
1155,1102060
1156,856270
1157,701970
1158,1114220
1159,1787600
1160,1899200
1161,490890
1162,1225920
1163,1515990
1164,908010
1165,1060560
1166,1402580
1167,1325960
1168,1707650
1169,1604640
1170,1459540
1171,849740
1172,383180
1173,355530
1174,1543340
1175,458730
1176,549080
1177,1399150
1178,613420
1179,1177990
1180,1426730
1181,356190
1182,1557100
1183,1925100
1184,1439800
1185,775940
1186,2024870
1187,392000
1188,915770
1189,299020
1190,1001980
1191,1411870
1192,300300
1193,471550
1194,1677180
1195,1957820
1196,733430
1197,1724910
1198,441640
1199,1843350
1200,1150070
1201,993370
1202,1534340
1203,913740
1204,1779710
1205,1470150
1206,843130
1207,642830
1208,1285630
1209,1675410
1210,707010
1211,1519900
1212,1782740
1213,2026690
1214,769340
1215,1140890
1216,1905810
1217,1339650
1218,1936030
1219,1577320
1220,580720
1221,1753090
1222,1180520
1223,889790
1224,749920
1225,517670
1226,797450
1227,712000
1228,1294770
1229,745660
1230,421040
1231,289340
1232,1233550
1233,525050
1234,1191620
1235,1026940
1236,365960
1237,735060
1238,1143780
1239,683790
1240,1388650
1241,1035030
1242,729950
1243,1497140
1244,1509420
1245,223330
1246,1377280
1247,708260
1248,1494790
1249,1547990
1250,1257810
1251,1260800
1252,386070
1253,1586120
1254,1207650
1255,511280
1256,694060
1257,1575580
1258,755580
1259,1322550
1260,1236100
1261,872220
1262,795640
1263,489720
1264,378410
1265,1622060
1266,1604350
1267,1659790
1268,1414380
1269,686910
1270,388660
1271,330830
1272,1315210
1273,248710
1274,21680
1275,765880
1276,1358270
1277,305960
1278,744420
1279,1236040
1280,1567400
1281,760120
1282,659560
1283,227480
1284,1726280
1285,1888170
1286,653190
1287,594410
1288,570590
1289,4000
1290,1078320
1291,231060
1292,1184530
1293,1089630
1294,1928650
1295,1050210
1296,918740
1297,1597400
1298,1363090
1299,1169110
1300,1321350
1301,1143390
1302,1640080
1303,1776940
1304,1272830
1305,1502680
1306,628580
1307,1167530
1308,1776000
1309,1592670
1310,1635420
1311,1214250
1312,727460
1313,1753170
1314,513710
1315,1774390
1316,1530
1317,1366720
1318,644290
1319,1170290
1320,996080
1321,1931050
1322,1381530
1323,1399670
1324,1072140
1325,1659270
1326,1587290
1327,1008320
1328,1035410
1329,1069710
1330,353540
1331,749800
1332,951110
1333,915430
1334,841680
1335,1702260
1336,1495990
1337,916510
1338,933660
1339,1464380
1340,1693000
1341,464000
1342,944330
1343,1113680
1344,396820
1345,839180
1346,71250
1347,585910
1348,1301830
1349,470220
1350,681730
1351,1689410
1352,1173120
1353,1321840
1354,516840
1355,755920
1356,1482420
1357,1966610
1358,501020
1359,1018380
1360,1219450
1361,418290
1362,1093330
1363,589590
1364,1069500
1365,1374430
1366,1036910
1367,356670
1368,979310
1369,1085970
1370,394690
1371,444180
1372,758150
1373,1158320
1374,1640720
1375,338760
1376,495030
1377,1203220
1378,1666600
1379,1036000
1380,241410
1381,650730
1382,933060
1383,1060820
1384,278440
1385,1856850
1386,666010
1387,332360
1388,448830
1389,1224450
1390,1016890
1391,1542170
1392,2002550
1393,1878530
1394,1372120
1395,1506760
1396,38140
1397,1068190
1398,688680
1399,1312160
1400,1398070
1401,1062000
1402,1129200
1403,1344950
1404,730010
1405,1956630
1406,1113090
1407,770370
1408,795310
1409,11040
1410,1516820
1411,1013670
1412,607120
1413,601550
1414,265590
1415,1357270
1416,1716660
1417,1440790
1418,495140
1419,840370
1420,1983330
1421,393660
1422,461340
1423,1424140
1424,768630
1425,860900
1426,1126430
1427,572350
1428,1132540
1429,473450
1430,1508750
1431,1447900
1432,1345280
1433,378750
1434,1410840
1435,1177300
1436,1750970
1437,1617700
1438,388750
1439,340450
1440,1149090
1441,1446130
1442,335790
1443,302790
1444,527230
1445,958230
1446,1626710
1447,680930
1448,800390
1449,1103770
1450,1032270
1451,1714010
1452,1568330
1453,1342330
1454,1633150
1455,1148080
1456,1785750
1457,1651360
1458,805870
1459,1257190
1460,1081710
1461,1152690
1462,999890
1463,1269500
1464,1643530
1465,900010
1466,776930
1467,279070
1468,1872200
1469,1001010
1470,511740
1471,1954010
1472,1774560
1473,1299150
1474,1898730
1475,431740
1476,1836240
1477,260040
1478,270030
1479,1406340
1480,296770
1481,849680
1482,34272
1483,1122310
1484,1388330
1485,513960
1486,726620
1487,1189780
1488,1778720
1489,363360
1490,1837160
1491,388440
1492,623180
1493,1716230
1494,1332630
1495,1316390
1496,779450
1497,462620
1498,940070
1499,1749300
1500,922880
1501,1772720
1502,461730
1503,1389550
1504,1393870
1505,1527250
1506,619000
1507,266490
1508,1517050
1509,94200
1510,1687100
1511,1776260
1512,793000
1513,1069820
1514,1122690
1515,745650
1516,1465200
1517,2062940
1518,913250
1519,817640
1520,536890
1521,765030
1522,1146940
1523,577940
1524,1787960
1525,2014820
1526,1903640
1527,1566620
1528,371900
1529,71165
1530,1663170
1531,319320
1532,422760
1533,1544730
1534,1457840
1535,1397140
1536,1383650
1537,1742140
1538,756190
1539,1581050
1540,754270
1541,1893490
1542,1641010
1543,1379840
1544,1304790
1545,408000
1546,841980
1547,1241380
1548,708250
1549,1377800
1550,1246950
1551,423610
1552,1389540
1553,1258920
1554,899970
1555,1316800
1556,1381500
1557,1629850
1558,623080
1559,586230
1560,575030
1561,821640
1562,986400
1563,497590
1564,498450
1565,251650
1566,1264640
1567,1662680
1568,1925930
1569,1791990
1570,315130
1571,763890
1572,589780
1573,1262540
1574,1728660
1575,757870
1576,490230
1577,628890
1578,1652700
1579,1283720
1580,941410
1581,1345200
1582,885640
1583,1037090
1584,1111620
1585,393320
1586,512420
1587,581660
1588,1487440
1589,1310510
1590,1197280
1591,1201640
1592,1632880
1593,1157260
1594,871100
1595,279260
1596,705060
1597,31290
1598,1287180
1599,1366520
1600,716920
1601,1139130
1602,1109170
1603,382180
1604,678850
1605,1162440
1606,1146910
1607,1068860
1608,1560510
1609,780760
1610,1665990
1611,1145220
1612,1788850
1613,766680
1614,1282200
1615,1097160
1616,1887150
1617,793460
1618,1182670
1619,485660
1620,1236860
1621,1479840
1622,1015940
1623,204300
1624,1679170
1625,775860
1626,1854250
1627,688420
1628,1586510
1629,874640
1630,1607970
1631,323020
1632,973690
1633,1838610
1634,562690
1635,552330
1636,1136900
1637,814380
1638,388540
1639,671260
1640,6120
1641,1024570
1642,774131
1643,1617880
1644,1426950
1645,1236530
1646,1048740
1647,410390
1648,818050
1649,509420
1650,611020
1651,1916250
1652,1755420
1653,933900
1654,660280
1655,251470
1656,2063400
1657,1427800
1658,2004490
1659,1741620
1660,1555110
1661,1176890
1662,1543790
1663,1389000
1664,893570
1665,204120
1666,1935580
1667,1175830
1668,1359980
1669,1024460
1670,1725430
1671,1300670
1672,458370
1673,960940
1674,527350
1675,877190
1676,1720090
1677,1727000
1678,1876150
1679,912260
1680,1987590
1681,1269120
1682,1697920
1683,444430
1684,513930
1685,822680
1686,2002510
1687,1334650
1688,464020
1689,357690
1690,660830
1691,951450
1692,1647110
1693,1275850
1694,1561880
1695,462770
1696,421060
1697,332830
1698,1956140
1699,761600
1700,1014560
1701,758250
1702,844140
1703,1604280
1704,356520
1705,1440750
1706,463250
1707,661190
1708,1222300
1709,548760
1710,1222930
1711,483820
1712,1134200
1713,1488960
1714,1811640
1715,515700
1716,1049850
1717,726600
1718,1997560
1719,1325970
1720,1358180
1721,1934770
1722,1610470
1723,1773040
1724,1028520
1725,1282930
1726,1620470
1727,1394580
1728,1844450
1729,1306780
1730,1485940
1731,1876690
1732,1508360
1733,2077180
1734,1669490
1735,1107920
1736,755410
1737,720380
1738,312210
1739,1484740
1740,1057720
1741,290440
1742,1112360
1743,399880
1744,1645090
1745,501620
1746,851650
1747,389470
1748,376150
1749,461780
1750,929690
1751,830520
1752,1042030
1753,2074780
1754,1475780
1755,1846890
1756,1848660
1757,273820
1758,2015900
1759,670490
1760,1540740
1761,1057090
1762,1785680
1763,745090
1764,1160800
1765,622700
1766,1680660
1767,324310
1768,657320
1769,828250
1770,1393740
1771,653100
1772,932940
1773,1641210
1774,1129080
1775,1084520
1776,1020470
1777,1466570
1778,1067110
1779,1631790
1780,265810
1781,581200
1782,1820560
1783,1713290
1784,652140
1785,1383120
1786,772610
1787,915730
1788,670240
1789,766250
1790,1057850
1791,302010
1792,1360670
1793,577740
1794,992210
1795,797310
1796,281820
1797,1202660
1798,1997930
1799,214970
1800,264690
1801,1340300
1802,1332370
1803,885320
1804,776390
1805,897440
1806,826390
1807,949820
1808,581910
1809,1926170
1810,445840
1811,1083490
1812,874130
1813,1512520
1814,557700
1815,28000
1816,979260
1817,783450
1818,338540
1819,1030830
1820,1408720
1821,1687430
1822,1249510
1823,1423830
1824,1622470
1825,341570
1826,1567440
1827,1530120
1828,1389270
1829,563170
1830,1042170
1831,844620
1832,1945810
1833,1351070
1834,1383060
1835,1127390
1836,1862960
1837,1626040
1838,1811520
1839,876160
1840,566170
1841,1863980
1842,1812820
1843,2001000
1844,847810
1845,1193930
1846,1288670
1847,1559430
1848,1485630
1849,340830
1850,1198900
1851,1560760
1852,1096330
1853,1885530
1854,742120
1855,665350
1856,704690
1857,820170
1858,489610
1859,815860
1860,463010
1861,473140
1862,586620
1863,1992120
1864,441680
1865,528900
1866,1237040
1867,1823380
1868,702680
1869,933450
1870,782160
1871,943030
1872,665650
1873,994030
1874,965730
1875,2004290
1876,1003890
1877,1286830
1878,1373250
1879,1558630
1880,622480
1881,1356670
1882,1951540
1883,704350
1884,1551910
1885,1006680
1886,80300
1887,700050
1888,312560
1889,809200
1890,742230
1891,1484620
1892,1525370
1893,581320
1894,260570
1895,850450
1896,72900
1897,1435610
1898,272620
1899,1311190
1900,1669820
1901,17470
1902,34286
1903,1470010
1904,1349740
1905,1756500
1906,1956400
1907,1271930
1908,487160
1909,1991470
1910,1617360
1911,1710590
1912,465130
1913,23490
1914,1098040
1915,682530
1916,993220
1917,1180030
1918,645260
1919,491800
1920,1647730
1921,1504310
1922,1764000
1923,249610
1924,1866250
1925,733550
1926,1910260
1927,1155910
1928,1625260
1929,1672350
1930,1674370
1931,1948740
1932,1818690
1933,1092510
1934,1896160
1935,279500
1936,395250
1937,857130
1938,756530
1939,1282700
1940,1421200
1941,746240
1942,1501340
1943,276730
1944,1541250
1945,372820
1946,314770
1947,1682920
1948,400660
1949,1470820
1950,1376520
1951,722890
1952,1188590
1953,549900
1954,1081350
1955,1897720
1956,1094320
1957,1356460
1958,1649900
1959,1939680
1960,940650
1961,1405530
1962,1401990
1963,1159680
1964,745890
1965,623880
1966,618850
1967,1675940
1968,281580
1969,200980
1970,1488810
1971,1274140
1972,1467870
1973,1883580
1974,1937620
1975,1568540
1976,1302090
1977,409390
1978,828760
1979,1433340
1980,1284790
1981,805260
1982,1352200
1983,1553800
1984,737670
1985,1646460
1986,628130
1987,1746120
1988,1245260
1989,497710
1990,1005930
1991,1996000
1992,1293120
1993,740090
1994,493080
1995,359870
1996,1158980
1997,553430
1998,2008230
1999,551060
2000,811850
2001,1058410
2002,951330
2003,1249850
2004,594000
2005,264320
2006,668650
2007,856760
2008,15500
2009,2061270
2010,1376420
2011,1472060
2012,1802500
2013,571180
2014,1814050
2015,1347690
2016,1018810
2017,542050
2018,243060
2019,1622380
2020,504810
2021,361330
2022,1169030
2023,1508670
2024,747810
2025,1665650
2026,822510
2027,1238620
2028,1900680
2029,425460
2030,770020
2031,282620
2032,789610
2033,1578900
2034,394970
2035,1585500
2036,1289990
2037,1262580
2038,1720060
2039,650980
2040,1783090
2041,705870
2042,950130
2043,1639340
2044,99410
2045,980440
2046,836080
2047,840160
2048,586080
2049,501440
2050,802810
2051,1412560
2052,637110
2053,612930
2054,1330460
2055,2022160
2056,1236780
2057,1890000
2058,495520
2059,320330
2060,1309910
2061,889240
2062,1493410
2063,1620890
2064,413540
2065,624120
2066,932500
2067,438020
2068,818480
2069,1813570
2070,237550
2071,1985250
2072,292990
2073,1051270
2074,1479100
2075,1160560
2076,667240
2077,1160190
2078,1349830
2079,1714680
2080,373630
2081,286200
2082,1341900
2083,1187410
2084,364810
2085,955530
2086,1012510
2087,273620
2088,225160
2089,1635790
2090,724750
2091,715240
2092,801210
2093,1252480
2094,869060
2095,759940
2096,1590270
2097,856300
2098,1063330
2099,1300560
2100,545180
2101,1323470
2102,1476760
2103,301560
2104,1485760
2105,761700
2106,603340
2107,1148100
2108,659500
2109,1553480
2110,1999140
2111,1299000
2112,817150
2113,1306900
2114,826660
2115,663920
2116,1572790
2117,1121120
2118,1239030
2119,359630
2120,1457070
2121,1361810
2122,312280
2123,706370
2124,1062120
2125,929010
2126,514520
2127,1460910
2128,1269450
2129,1089660
2130,836470
2131,1670320
2132,1681000
2133,1987000
2134,1412980
2135,329690
2136,423730
2137,1097130
2138,1604790
2139,25800
2140,1253110
2141,2018990
2142,1069080
2143,689130
2144,592350
2145,968350
2146,1605230
2147,1547220
2148,1341630
2149,503770
2150,1120410
2151,1087070
2152,1370370
2153,1401940
2154,1418090
2155,1014730
2156,1192550
2157,317060
2158,1244830
2159,1766830
2160,1917520
2161,245470
2162,1262930
2163,1002920
2164,1333460
2165,1868710
2166,532170
2167,1363360
2168,522240
2169,1151930
2170,445350
2171,951010
2172,1235400
2173,1345770
2174,1595950
2175,410770
2176,1285080
2177,330100
2178,1181520
2179,674940
2180,1383270
2181,446550
2182,1627740
2183,434150
2184,361100
2185,1478740
2186,1232010
2187,557400
2188,590640
2189,288100
2190,1050190
2191,463850
2192,906600
2193,496990
2194,1147490
2195,1581760
2196,263400
2197,1841740
2198,804850
2199,1019550
2200,564050
2201,1336600
2202,924090
2203,903760
2204,648020
2205,758090
2206,857500
2207,748980
2208,1025410
2209,1032730
2210,1031660
2211,1729370
2212,1239470
2213,651990
2214,710880
2215,1134630
2216,865630
2217,1023560
2218,1552410
2219,896240
2220,1160580
2221,1571060
2222,1597790
2223,1273120
2224,48800
2225,426040
2226,1980260
2227,939740
2228,1962530
2229,1829960
2230,1093670
2231,746710
2232,1300950
2233,1945250
2234,1694120
2235,252030
2236,960690
2237,677230
2238,241760
2239,1316200
2240,805850
2241,1539970
2242,1078670
2243,213390
2244,856560
2245,896400
2246,692610
2247,1593080
2248,1644080
2249,1490610
2250,517370
2251,1336120
2252,1057540
2253,672720
2254,235520
2255,432540
2256,409660
2257,1016010
2258,662830
2259,1124860
2260,1634290
2261,1413480
2262,115800
2263,499450
2264,1483060
2265,1411630
2266,1903850
2267,1694380
2268,386840
2269,1927950
2270,1381640
2271,2320
2272,1285490
2273,1162570
2274,1005300
2275,415200
2276,1842390
2277,1011670
2278,243970
2279,1846830
2280,671180
2281,714510
2282,39530
2283,1938180
2284,386510
2285,1813650
2286,320410
2287,1114660
2288,1671290
2289,1059430
2290,1937250
